Uur,Levering [kWh],Teruglevering [kWh]
06-10-2024 06:00 tot 06:15,3.92418,0.0
06-10-2024 06:15 tot 06:30,1.12554,0.0
06-10-2024 06:30 tot 06:45,1.03428,0.0
06-10-2024 06:45 tot 07:00,1.24722,0.0
06-10-2024 07:00 tot 07:15,1.521,0.0
06-10-2024 07:15 tot 07:30,1.00386,0.0
06-10-2024 07:30 tot 07:45,3.042,0.0
06-10-2024 07:45 tot 08:00,10.37322,0.0
06-10-2024 08:00 tot 08:15,9.06516,0.0
06-10-2024 08:15 tot 08:30,5.71896,0.0
06-10-2024 08:30 tot 08:45,1.9773,0.0
06-10-2024 08:45 tot 09:00,0.33462,0.0
06-10-2024 09:00 tot 09:15,0.3042,0.029585798816568
06-10-2024 09:15 tot 09:30,0.06084,0.532544378698225
06-10-2024 09:30 tot 09:45,3.28536,0.621301775147929
06-10-2024 09:45 tot 10:00,0.12168,0.236686390532544
06-10-2024 10:00 tot 10:15,0.18252,0.14792899408284
06-10-2024 10:15 tot 10:30,0.94302,0.0
06-10-2024 10:30 tot 10:45,0.85176,0.443786982248521
06-10-2024 10:45 tot 11:00,0.0,1.53846153846154
06-10-2024 11:00 tot 11:15,1.18638,0.236686390532544
06-10-2024 11:15 tot 11:30,0.82134,1.03550295857988
06-10-2024 11:30 tot 11:45,0.0,2.1301775147929
06-10-2024 11:45 tot 12:00,5.04972,0.798816568047337
06-10-2024 12:00 tot 12:15,32.67108,0.0
06-10-2024 12:15 tot 12:30,18.34326,0.118343195266272
06-10-2024 12:30 tot 12:45,0.09126,0.414201183431953
06-10-2024 12:45 tot 13:00,0.18252,0.384615384615385
06-10-2024 13:00 tot 13:15,0.0,1.09467455621302
06-10-2024 13:15 tot 13:30,0.0,1.12426035502959
06-10-2024 13:30 tot 13:45,6.6924,0.532544378698225
06-10-2024 13:45 tot 14:00,20.3814,0.0
06-10-2024 14:00 tot 14:15,14.99706,0.0
06-10-2024 14:15 tot 14:30,7.7571,0.0
06-10-2024 14:30 tot 14:45,2.22066,0.739644970414201
06-10-2024 14:45 tot 15:00,0.03042,1.24260355029586
06-10-2024 15:00 tot 15:15,1.12554,1.12426035502959
06-10-2024 15:15 tot 15:30,0.24336,0.828402366863905
06-10-2024 15:30 tot 15:45,0.54756,0.14792899408284
06-10-2024 15:45 tot 16:00,12.50262,0.0
06-10-2024 16:00 tot 16:15,19.65132,0.0
06-10-2024 16:15 tot 16:30,13.56732,0.0
06-10-2024 16:30 tot 16:45,4.7151,0.0
06-10-2024 16:45 tot 17:00,2.22066,0.0
06-10-2024 17:00 tot 17:15,3.07242,0.0
06-10-2024 17:15 tot 17:30,15.57504,0.0887573964497041
06-10-2024 17:30 tot 17:45,25.27902,0.0
06-10-2024 17:45 tot 18:00,2.76822,0.0
06-10-2024 18:00 tot 18:15,2.79864,0.0
06-10-2024 18:15 tot 18:30,4.2588,0.0
06-10-2024 18:30 tot 18:45,3.8025,0.0
06-10-2024 18:45 tot 19:00,4.22838,0.0
06-10-2024 19:00 tot 19:15,4.1067,0.0
06-10-2024 19:15 tot 19:30,5.11056,0.0
06-10-2024 19:30 tot 19:45,2.64654,0.0
06-10-2024 19:45 tot 20:00,1.9773,0.0
06-10-2024 20:00 tot 20:15,1.24722,0.0
06-10-2024 20:15 tot 20:30,1.30806,0.0
06-10-2024 20:30 tot 20:45,1.30806,0.0
06-10-2024 20:45 tot 21:00,1.27764,0.0
06-10-2024 21:00 tot 21:15,1.24722,0.0
06-10-2024 21:15 tot 21:30,1.3689,0.0
06-10-2024 21:30 tot 21:45,1.30806,0.0
06-10-2024 21:45 tot 22:00,1.8252,0.0
06-10-2024 22:00 tot 22:15,1.24722,0.0
06-10-2024 22:15 tot 22:30,1.24722,0.0
06-10-2024 22:30 tot 22:45,1.27764,0.0
06-10-2024 22:45 tot 23:00,1.18638,0.0
06-10-2024 23:00 tot 23:15,1.0647,0.0
06-10-2024 23:15 tot 23:30,1.15596,0.0
06-10-2024 23:30 tot 23:45,1.15596,0.0
06-10-2024 23:45 tot 00:00,1.15596,0.0
07-10-2024 00:00 tot 00:15,1.12554,0.0
07-10-2024 00:15 tot 00:30,1.03428,0.0
07-10-2024 00:30 tot 00:45,0.94302,0.0
07-10-2024 00:45 tot 01:00,1.00386,0.0
07-10-2024 01:00 tot 01:15,1.09512,0.0
07-10-2024 01:15 tot 01:30,1.09512,0.0
07-10-2024 01:30 tot 01:45,1.00386,0.0
07-10-2024 01:45 tot 02:00,1.03428,0.0
07-10-2024 02:00 tot 02:15,1.03428,0.0
07-10-2024 02:15 tot 02:30,1.00386,0.0
07-10-2024 02:30 tot 02:45,1.03428,0.0
07-10-2024 02:45 tot 03:00,0.94302,0.0
07-10-2024 03:00 tot 03:15,0.97344,0.0
07-10-2024 03:15 tot 03:30,1.00386,0.0
07-10-2024 03:30 tot 03:45,0.97344,0.0
07-10-2024 03:45 tot 04:00,1.42974,0.0
07-10-2024 04:00 tot 04:15,1.27764,0.0
07-10-2024 04:15 tot 04:30,1.00386,0.0
07-10-2024 04:30 tot 04:45,1.15596,0.0
07-10-2024 04:45 tot 05:00,0.97344,0.0
07-10-2024 05:00 tot 05:15,1.09512,0.0
07-10-2024 05:15 tot 05:30,1.15596,0.0
07-10-2024 05:30 tot 05:45,1.2168,0.0
07-10-2024 05:45 tot 06:00,1.09512,0.0
07-10-2024 06:00 tot 06:15,0.97344,0.0
07-10-2024 06:15 tot 06:30,1.09512,0.0
07-10-2024 06:30 tot 06:45,1.09512,0.0
07-10-2024 06:45 tot 07:00,1.24722,0.0
07-10-2024 07:00 tot 07:15,1.33848,0.0
07-10-2024 07:15 tot 07:30,1.39932,0.0
07-10-2024 07:30 tot 07:45,1.12554,0.0
07-10-2024 07:45 tot 08:00,1.15596,0.0
07-10-2024 08:00 tot 08:15,1.39932,0.0
07-10-2024 08:15 tot 08:30,5.11056,0.0
07-10-2024 08:30 tot 08:45,12.25926,0.0
07-10-2024 08:45 tot 09:00,15.84882,0.0
07-10-2024 09:00 tot 09:15,22.08492,0.0
07-10-2024 09:15 tot 09:30,24.91398,0.0
07-10-2024 09:30 tot 09:45,46.20798,0.0
07-10-2024 09:45 tot 10:00,29.53782,0.0
07-10-2024 10:00 tot 10:15,1.15596,0.0
07-10-2024 10:15 tot 10:30,9.36936,0.355029585798817
07-10-2024 10:30 tot 10:45,18.7083,0.0
07-10-2024 10:45 tot 11:00,25.91784,0.0
07-10-2024 11:00 tot 11:15,20.95938,0.0
07-10-2024 11:15 tot 11:30,11.49876,0.0
07-10-2024 11:30 tot 11:45,7.78752,0.118343195266272
07-10-2024 11:45 tot 12:00,6.35778,0.0
07-10-2024 12:00 tot 12:15,0.48672,0.502958579881657
07-10-2024 12:15 tot 12:30,1.64268,0.118343195266272
07-10-2024 12:30 tot 12:45,0.12168,2.39644970414201
07-10-2024 12:45 tot 13:00,0.0,2.10059171597633
07-10-2024 13:00 tot 13:15,0.06084,0.857988165680473
07-10-2024 13:15 tot 13:30,0.36504,0.0887573964497041
07-10-2024 13:30 tot 13:45,0.12168,0.325443786982249
07-10-2024 13:45 tot 14:00,0.03042,0.739644970414201
07-10-2024 14:00 tot 14:15,0.06084,0.532544378698225
07-10-2024 14:15 tot 14:30,0.0,2.57396449704142
07-10-2024 14:30 tot 14:45,0.0,1.92307692307692
07-10-2024 14:45 tot 15:00,0.06084,0.976331360946746
07-10-2024 15:00 tot 15:15,0.0,1.24260355029586
07-10-2024 15:15 tot 15:30,0.63882,0.917159763313609
07-10-2024 15:30 tot 15:45,1.2168,0.0
07-10-2024 15:45 tot 16:00,0.79092,0.207100591715976
07-10-2024 16:00 tot 16:15,0.82134,0.710059171597633
07-10-2024 16:15 tot 16:30,0.97344,0.266272189349112
07-10-2024 16:30 tot 16:45,0.18252,0.118343195266272
07-10-2024 16:45 tot 17:00,0.03042,0.29585798816568
07-10-2024 17:00 tot 17:15,0.06084,0.177514792899408
07-10-2024 17:15 tot 17:30,0.18252,0.0887573964497041
07-10-2024 17:30 tot 17:45,0.39546,0.029585798816568
07-10-2024 17:45 tot 18:00,0.66924,0.0
07-10-2024 18:00 tot 18:15,2.03814,0.0
07-10-2024 18:15 tot 18:30,9.85608,0.0
07-10-2024 18:30 tot 18:45,5.41476,0.0
07-10-2024 18:45 tot 19:00,1.39932,0.0
07-10-2024 19:00 tot 19:15,5.7798,0.0
07-10-2024 19:15 tot 19:30,7.39206,0.0
07-10-2024 19:30 tot 19:45,2.00772,0.0
07-10-2024 19:45 tot 20:00,1.3689,0.0
07-10-2024 20:00 tot 20:15,1.58184,0.0
07-10-2024 20:15 tot 20:30,1.39932,0.0
07-10-2024 20:30 tot 20:45,1.42974,0.0
07-10-2024 20:45 tot 21:00,1.33848,0.0
07-10-2024 21:00 tot 21:15,1.2168,0.0
07-10-2024 21:15 tot 21:30,1.39932,0.0
07-10-2024 21:30 tot 21:45,1.12554,0.0
07-10-2024 21:45 tot 22:00,1.55142,0.0
07-10-2024 22:00 tot 22:15,1.42974,0.0
07-10-2024 22:15 tot 22:30,1.15596,0.0
07-10-2024 22:30 tot 22:45,1.03428,0.0
07-10-2024 22:45 tot 23:00,1.33848,0.0
07-10-2024 23:00 tot 23:15,1.0647,0.0
07-10-2024 23:15 tot 23:30,1.00386,0.0
07-10-2024 23:30 tot 23:45,1.61226,0.0
07-10-2024 23:45 tot 00:00,1.27764,0.0
08-10-2024 00:00 tot 00:15,1.03428,0.0
08-10-2024 00:15 tot 00:30,1.03428,0.0
08-10-2024 00:30 tot 00:45,0.94302,0.0
08-10-2024 00:45 tot 01:00,1.03428,0.0
08-10-2024 01:00 tot 01:15,1.03428,0.0
08-10-2024 01:15 tot 01:30,1.0647,0.0
08-10-2024 01:30 tot 01:45,8.39592,0.0
08-10-2024 01:45 tot 02:00,8.54802,0.0
08-10-2024 02:00 tot 02:15,0.94302,0.0
08-10-2024 02:15 tot 02:30,0.94302,0.0
08-10-2024 02:30 tot 02:45,1.00386,0.0
08-10-2024 02:45 tot 03:00,1.0647,0.0
08-10-2024 03:00 tot 03:15,0.94302,0.0
08-10-2024 03:15 tot 03:30,0.9126,0.0
08-10-2024 03:30 tot 03:45,0.97344,0.0
08-10-2024 03:45 tot 04:00,1.27764,0.0
08-10-2024 04:00 tot 04:15,1.09512,0.0
08-10-2024 04:15 tot 04:30,1.0647,0.0
08-10-2024 04:30 tot 04:45,1.2168,0.0
08-10-2024 04:45 tot 05:00,1.00386,0.0
08-10-2024 05:00 tot 05:15,1.0647,0.0
08-10-2024 05:15 tot 05:30,1.18638,0.0
08-10-2024 05:30 tot 05:45,1.33848,0.0
08-10-2024 05:45 tot 06:00,1.15596,0.0
08-10-2024 06:00 tot 06:15,1.30806,0.0
08-10-2024 06:15 tot 06:30,1.27764,0.0
08-10-2024 06:30 tot 06:45,1.15596,0.0
08-10-2024 06:45 tot 07:00,1.30806,0.0
08-10-2024 07:00 tot 07:15,1.30806,0.0
08-10-2024 07:15 tot 07:30,1.00386,0.0
08-10-2024 07:30 tot 07:45,1.15596,0.0
08-10-2024 07:45 tot 08:00,1.12554,0.0
08-10-2024 08:00 tot 08:15,1.24722,0.0
08-10-2024 08:15 tot 08:30,1.12554,0.0
08-10-2024 08:30 tot 08:45,2.2815,0.0
08-10-2024 08:45 tot 09:00,15.27084,0.0
08-10-2024 09:00 tot 09:15,5.08014,0.0
08-10-2024 09:15 tot 09:30,5.56686,0.0
08-10-2024 09:30 tot 09:45,3.1941,0.0
08-10-2024 09:45 tot 10:00,1.9773,0.0
08-10-2024 10:00 tot 10:15,0.1521,0.414201183431953
08-10-2024 10:15 tot 10:30,21.08106,0.207100591715976
08-10-2024 10:30 tot 10:45,42.92262,0.0
08-10-2024 10:45 tot 11:00,19.13418,0.0
08-10-2024 11:00 tot 11:15,4.98888,0.0
08-10-2024 11:15 tot 11:30,11.1033,0.0
08-10-2024 11:30 tot 11:45,5.71896,0.0
08-10-2024 11:45 tot 12:00,10.31238,0.0
08-10-2024 12:00 tot 12:15,34.16166,0.0
08-10-2024 12:15 tot 12:30,40.85406,0.0
08-10-2024 12:30 tot 12:45,23.69718,0.0
08-10-2024 12:45 tot 13:00,23.36256,0.207100591715976
08-10-2024 13:00 tot 13:15,0.0,1.4792899408284
08-10-2024 13:15 tot 13:30,0.0,1.89349112426035
08-10-2024 13:30 tot 13:45,0.0,1.50887573964497
08-10-2024 13:45 tot 14:00,26.06994,0.591715976331361
08-10-2024 14:00 tot 14:15,25.46154,0.562130177514793
08-10-2024 14:15 tot 14:30,31.51512,0.0
08-10-2024 14:30 tot 14:45,14.05404,0.0
08-10-2024 14:45 tot 15:00,6.75324,0.0
08-10-2024 15:00 tot 15:15,13.96278,0.0
08-10-2024 15:15 tot 15:30,9.55188,0.0
08-10-2024 15:30 tot 15:45,2.15982,0.0
08-10-2024 15:45 tot 16:00,32.7015,0.0
08-10-2024 16:00 tot 16:15,24.00138,0.0
08-10-2024 16:15 tot 16:30,11.13372,0.0
08-10-2024 16:30 tot 16:45,3.37662,0.14792899408284
08-10-2024 16:45 tot 17:00,0.03042,0.414201183431953
08-10-2024 17:00 tot 17:15,0.79092,0.0591715976331361
08-10-2024 17:15 tot 17:30,0.69966,0.029585798816568
08-10-2024 17:30 tot 17:45,0.36504,0.0887573964497041
08-10-2024 17:45 tot 18:00,1.12554,0.0
08-10-2024 18:00 tot 18:15,0.85176,0.0
08-10-2024 18:15 tot 18:30,0.18252,0.029585798816568
08-10-2024 18:30 tot 18:45,0.79092,0.0
08-10-2024 18:45 tot 19:00,2.00772,0.0
08-10-2024 19:00 tot 19:15,1.70352,0.0
08-10-2024 19:15 tot 19:30,1.39932,0.0
08-10-2024 19:30 tot 19:45,1.33848,0.0
08-10-2024 19:45 tot 20:00,11.19456,0.0
08-10-2024 20:00 tot 20:15,9.36936,0.0
08-10-2024 20:15 tot 20:30,1.49058,0.0
08-10-2024 20:30 tot 20:45,1.70352,0.0
08-10-2024 20:45 tot 21:00,1.8252,0.0
08-10-2024 21:00 tot 21:15,3.31578,0.0
08-10-2024 21:15 tot 21:30,15.9705,0.0
08-10-2024 21:30 tot 21:45,13.35438,0.0
08-10-2024 21:45 tot 22:00,1.6731,0.0
08-10-2024 22:00 tot 22:15,1.64268,0.0
08-10-2024 22:15 tot 22:30,3.58956,0.0
08-10-2024 22:30 tot 22:45,12.80682,0.0
08-10-2024 22:45 tot 23:00,3.28536,0.0
08-10-2024 23:00 tot 23:15,4.563,0.0
08-10-2024 23:15 tot 23:30,4.01544,0.0
08-10-2024 23:30 tot 23:45,1.76436,0.0
08-10-2024 23:45 tot 00:00,1.27764,0.0
09-10-2024 00:00 tot 00:15,1.64268,0.0
09-10-2024 00:15 tot 00:30,9.00432,0.0
09-10-2024 00:30 tot 00:45,1.9773,0.0
09-10-2024 00:45 tot 01:00,1.00386,0.0
09-10-2024 01:00 tot 01:15,1.00386,0.0
09-10-2024 01:15 tot 01:30,1.0647,0.0
09-10-2024 01:30 tot 01:45,1.0647,0.0
09-10-2024 01:45 tot 02:00,1.03428,0.0
09-10-2024 02:00 tot 02:15,1.18638,0.0
09-10-2024 02:15 tot 02:30,1.18638,0.0
09-10-2024 02:30 tot 02:45,0.97344,0.0
09-10-2024 02:45 tot 03:00,1.03428,0.0
09-10-2024 03:00 tot 03:15,1.09512,0.0
09-10-2024 03:15 tot 03:30,1.0647,0.0
09-10-2024 03:30 tot 03:45,1.33848,0.0
09-10-2024 03:45 tot 04:00,1.18638,0.0
09-10-2024 04:00 tot 04:15,1.09512,0.0
09-10-2024 04:15 tot 04:30,1.03428,0.0
09-10-2024 04:30 tot 04:45,1.39932,0.0
09-10-2024 04:45 tot 05:00,1.12554,0.0
09-10-2024 05:00 tot 05:15,1.09512,0.0
09-10-2024 05:15 tot 05:30,1.09512,0.0
09-10-2024 05:30 tot 05:45,1.12554,0.0
09-10-2024 05:45 tot 06:00,1.12554,0.0
09-10-2024 06:00 tot 06:15,1.12554,0.0
09-10-2024 06:15 tot 06:30,1.2168,0.0
09-10-2024 06:30 tot 06:45,1.33848,0.0
09-10-2024 06:45 tot 07:00,1.00386,0.0
09-10-2024 07:00 tot 07:15,1.24722,0.0
09-10-2024 07:15 tot 07:30,1.49058,0.0
09-10-2024 07:30 tot 07:45,1.49058,0.0
09-10-2024 07:45 tot 08:00,1.15596,0.0
09-10-2024 08:00 tot 08:15,1.3689,0.0
09-10-2024 08:15 tot 08:30,0.79092,0.0
09-10-2024 08:30 tot 08:45,19.07334,0.0
09-10-2024 08:45 tot 09:00,24.00138,0.0
09-10-2024 09:00 tot 09:15,8.76096,0.0
09-10-2024 09:15 tot 09:30,7.48332,0.0
09-10-2024 09:30 tot 09:45,5.59728,0.0
09-10-2024 09:45 tot 10:00,1.3689,0.029585798816568
09-10-2024 10:00 tot 10:15,27.28674,0.029585798816568
09-10-2024 10:15 tot 10:30,37.93374,0.0
09-10-2024 10:30 tot 10:45,22.26744,0.0
09-10-2024 10:45 tot 11:00,8.24382,0.0
09-10-2024 11:00 tot 11:15,3.07242,0.0
09-10-2024 11:15 tot 11:30,2.37276,0.029585798816568
09-10-2024 11:30 tot 11:45,0.03042,0.29585798816568
09-10-2024 11:45 tot 12:00,0.06084,0.502958579881657
09-10-2024 12:00 tot 12:15,14.84496,0.14792899408284
09-10-2024 12:15 tot 12:30,17.88696,0.0
09-10-2024 12:30 tot 12:45,1.49058,0.118343195266272
09-10-2024 12:45 tot 13:00,0.42588,0.0591715976331361
09-10-2024 13:00 tot 13:15,0.18252,0.0887573964497041
09-10-2024 13:15 tot 13:30,0.18252,0.118343195266272
09-10-2024 13:30 tot 13:45,7.42248,0.029585798816568
09-10-2024 13:45 tot 14:00,2.4336,0.443786982248521
09-10-2024 14:00 tot 14:15,27.80388,0.0
09-10-2024 14:15 tot 14:30,0.09126,0.177514792899408
09-10-2024 14:30 tot 14:45,0.51714,0.0591715976331361
09-10-2024 14:45 tot 15:00,0.18252,0.236686390532544
09-10-2024 15:00 tot 15:15,0.36504,0.0591715976331361
09-10-2024 15:15 tot 15:30,28.5948,0.0
09-10-2024 15:30 tot 15:45,30.35916,0.0
09-10-2024 15:45 tot 16:00,19.65132,0.0
09-10-2024 16:00 tot 16:15,3.43746,0.0
09-10-2024 16:15 tot 16:30,3.1941,0.0
09-10-2024 16:30 tot 16:45,2.22066,0.0
09-10-2024 16:45 tot 17:00,0.39546,0.0
09-10-2024 17:00 tot 17:15,0.39546,0.029585798816568
09-10-2024 17:15 tot 17:30,0.48672,0.0
09-10-2024 17:30 tot 17:45,0.69966,0.0
09-10-2024 17:45 tot 18:00,0.94302,0.0
09-10-2024 18:00 tot 18:15,1.30806,0.0
09-10-2024 18:15 tot 18:30,1.30806,0.0
09-10-2024 18:30 tot 18:45,3.83292,0.0
09-10-2024 18:45 tot 19:00,11.19456,0.0
09-10-2024 19:00 tot 19:15,3.43746,0.0
09-10-2024 19:15 tot 19:30,1.8252,0.0
09-10-2024 19:30 tot 19:45,2.00772,0.0
09-10-2024 19:45 tot 20:00,1.46016,0.0
09-10-2024 20:00 tot 20:15,1.30806,0.0
09-10-2024 20:15 tot 20:30,1.30806,0.0
09-10-2024 20:30 tot 20:45,1.64268,0.0
09-10-2024 20:45 tot 21:00,1.94688,0.0
09-10-2024 21:00 tot 21:15,1.88604,0.0
09-10-2024 21:15 tot 21:30,3.68082,0.0
09-10-2024 21:30 tot 21:45,3.83292,0.0
09-10-2024 21:45 tot 22:00,3.61998,0.0
09-10-2024 22:00 tot 22:15,2.22066,0.0
09-10-2024 22:15 tot 22:30,4.47174,0.0
09-10-2024 22:30 tot 22:45,1.76436,0.0
09-10-2024 22:45 tot 23:00,1.0647,0.0
09-10-2024 23:00 tot 23:15,1.18638,0.0
09-10-2024 23:15 tot 23:30,1.18638,0.0
09-10-2024 23:30 tot 23:45,1.15596,0.0
09-10-2024 23:45 tot 00:00,1.03428,0.0
10-10-2024 00:00 tot 00:15,1.30806,0.0
10-10-2024 00:15 tot 00:30,10.00818,0.0
10-10-2024 00:30 tot 00:45,4.35006,0.0
10-10-2024 00:45 tot 01:00,0.97344,0.0
10-10-2024 01:00 tot 01:15,1.03428,0.0
10-10-2024 01:15 tot 01:30,1.09512,0.0
10-10-2024 01:30 tot 01:45,1.18638,0.0
10-10-2024 01:45 tot 02:00,0.94302,0.0
10-10-2024 02:00 tot 02:15,1.03428,0.0
10-10-2024 02:15 tot 02:30,0.9126,0.0
10-10-2024 02:30 tot 02:45,1.03428,0.0
10-10-2024 02:45 tot 03:00,25.0965,0.0
10-10-2024 03:00 tot 03:15,11.68128,0.0
10-10-2024 03:15 tot 03:30,1.03428,0.0
10-10-2024 03:30 tot 03:45,1.0647,0.0
10-10-2024 03:45 tot 04:00,1.18638,0.0
10-10-2024 04:00 tot 04:15,1.00386,0.0
10-10-2024 04:15 tot 04:30,0.9126,0.0
10-10-2024 04:30 tot 04:45,0.94302,0.0
10-10-2024 04:45 tot 05:00,1.03428,0.0
10-10-2024 05:00 tot 05:15,1.15596,0.0
10-10-2024 05:15 tot 05:30,1.15596,0.0
10-10-2024 05:30 tot 05:45,1.30806,0.0
10-10-2024 05:45 tot 06:00,1.24722,0.0
10-10-2024 06:00 tot 06:15,1.15596,0.0
10-10-2024 06:15 tot 06:30,1.27764,0.0
10-10-2024 06:30 tot 06:45,2.00772,0.0
10-10-2024 06:45 tot 07:00,1.46016,0.0
10-10-2024 07:00 tot 07:15,1.42974,0.0
10-10-2024 07:15 tot 07:30,1.15596,0.0
10-10-2024 07:30 tot 07:45,1.46016,0.0
10-10-2024 07:45 tot 08:00,1.42974,0.0
10-10-2024 08:00 tot 08:15,1.39932,0.0
10-10-2024 08:15 tot 08:30,0.85176,0.0
10-10-2024 08:30 tot 08:45,0.79092,0.0
10-10-2024 08:45 tot 09:00,0.85176,0.0
10-10-2024 09:00 tot 09:15,1.39932,0.0
10-10-2024 09:15 tot 09:30,5.71896,0.0
10-10-2024 09:30 tot 09:45,11.80296,0.0
10-10-2024 09:45 tot 10:00,5.71896,0.0
10-10-2024 10:00 tot 10:15,4.74552,0.0
10-10-2024 10:15 tot 10:30,2.09898,0.0
10-10-2024 10:30 tot 10:45,6.5403,0.502958579881657
10-10-2024 10:45 tot 11:00,58.2543,0.0
10-10-2024 11:00 tot 11:15,35.65224,0.0
10-10-2024 11:15 tot 11:30,16.21386,0.118343195266272
10-10-2024 11:30 tot 11:45,18.73872,0.0
10-10-2024 11:45 tot 12:00,18.8604,0.0
10-10-2024 12:00 tot 12:15,2.25108,0.029585798816568
10-10-2024 12:15 tot 12:30,1.39932,0.0
10-10-2024 12:30 tot 12:45,26.13078,0.0
10-10-2024 12:45 tot 13:00,35.16552,0.0
10-10-2024 13:00 tot 13:15,18.7083,0.0
10-10-2024 13:15 tot 13:30,0.21294,0.177514792899408
10-10-2024 13:30 tot 13:45,6.87492,0.266272189349112
10-10-2024 13:45 tot 14:00,1.70352,0.0591715976331361
10-10-2024 14:00 tot 14:15,9.94734,0.236686390532544
10-10-2024 14:15 tot 14:30,25.4007,0.0
10-10-2024 14:30 tot 14:45,30.20706,0.0
10-10-2024 14:45 tot 15:00,27.95598,0.0
10-10-2024 15:00 tot 15:15,16.1226,0.0
10-10-2024 15:15 tot 15:30,1.42974,0.029585798816568
10-10-2024 15:30 tot 15:45,1.18638,0.0
10-10-2024 15:45 tot 16:00,0.24336,0.0887573964497041
10-10-2024 16:00 tot 16:15,0.42588,0.029585798816568
10-10-2024 16:15 tot 16:30,0.03042,0.414201183431953
10-10-2024 16:30 tot 16:45,0.27378,0.0887573964497041
10-10-2024 16:45 tot 17:00,0.63882,0.029585798816568
10-10-2024 17:00 tot 17:15,1.58184,0.0
10-10-2024 17:15 tot 17:30,1.15596,0.0
10-10-2024 17:30 tot 17:45,5.99274,0.029585798816568
10-10-2024 17:45 tot 18:00,36.53442,0.0
10-10-2024 18:00 tot 18:15,10.00818,0.0
10-10-2024 18:15 tot 18:30,1.30806,0.0
10-10-2024 18:30 tot 18:45,1.6731,0.0
10-10-2024 18:45 tot 19:00,1.73394,0.0
10-10-2024 19:00 tot 19:15,1.94688,0.0
10-10-2024 19:15 tot 19:30,1.64268,0.0
10-10-2024 19:30 tot 19:45,1.73394,0.0
10-10-2024 19:45 tot 20:00,1.58184,0.0
10-10-2024 20:00 tot 20:15,1.42974,0.0
10-10-2024 20:15 tot 20:30,1.61226,0.0
10-10-2024 20:30 tot 20:45,22.87584,0.0
10-10-2024 20:45 tot 21:00,16.70058,0.0
10-10-2024 21:00 tot 21:15,9.24768,0.0
10-10-2024 21:15 tot 21:30,5.81022,0.0
10-10-2024 21:30 tot 21:45,1.18638,0.0
10-10-2024 21:45 tot 22:00,1.27764,0.0
10-10-2024 22:00 tot 22:15,1.15596,0.0
10-10-2024 22:15 tot 22:30,1.49058,0.0
10-10-2024 22:30 tot 22:45,1.79478,0.0
10-10-2024 22:45 tot 23:00,1.12554,0.0
10-10-2024 23:00 tot 23:15,1.12554,0.0
10-10-2024 23:15 tot 23:30,1.09512,0.0
10-10-2024 23:30 tot 23:45,1.15596,0.0
10-10-2024 23:45 tot 00:00,1.30806,0.0
11-10-2024 00:00 tot 00:15,0.97344,0.0
11-10-2024 00:15 tot 00:30,13.41522,0.0
11-10-2024 00:30 tot 00:45,1.58184,0.0
11-10-2024 00:45 tot 01:00,1.0647,0.0
11-10-2024 01:00 tot 01:15,1.09512,0.0
11-10-2024 01:15 tot 01:30,1.2168,0.0
11-10-2024 01:30 tot 01:45,1.0647,0.0
11-10-2024 01:45 tot 02:00,1.2168,0.0
11-10-2024 02:00 tot 02:15,1.12554,0.0
11-10-2024 02:15 tot 02:30,1.30806,0.0
11-10-2024 02:30 tot 02:45,1.12554,0.0
11-10-2024 02:45 tot 03:00,0.97344,0.0
11-10-2024 03:00 tot 03:15,1.49058,0.0
11-10-2024 03:15 tot 03:30,1.27764,0.0
11-10-2024 03:30 tot 03:45,1.00386,0.0
11-10-2024 03:45 tot 04:00,1.00386,0.0
11-10-2024 04:00 tot 04:15,1.00386,0.0
11-10-2024 04:15 tot 04:30,1.12554,0.0
11-10-2024 04:30 tot 04:45,1.12554,0.0
11-10-2024 04:45 tot 05:00,1.0647,0.0
11-10-2024 05:00 tot 05:15,1.2168,0.0
11-10-2024 05:15 tot 05:30,1.15596,0.0
11-10-2024 05:30 tot 05:45,1.27764,0.0
11-10-2024 05:45 tot 06:00,1.3689,0.0
11-10-2024 06:00 tot 06:15,1.3689,0.0
11-10-2024 06:15 tot 06:30,1.0647,0.0
11-10-2024 06:30 tot 06:45,1.6731,0.0
11-10-2024 06:45 tot 07:00,1.33848,0.0
11-10-2024 07:00 tot 07:15,1.42974,0.0
11-10-2024 07:15 tot 07:30,1.49058,0.0
11-10-2024 07:30 tot 07:45,1.42974,0.0
11-10-2024 07:45 tot 08:00,7.63542,0.0
11-10-2024 08:00 tot 08:15,27.46926,0.0
11-10-2024 08:15 tot 08:30,18.64746,0.0
11-10-2024 08:30 tot 08:45,7.7571,0.0
11-10-2024 08:45 tot 09:00,8.03088,0.0
11-10-2024 09:00 tot 09:15,3.71124,0.0
11-10-2024 09:15 tot 09:30,20.89854,0.0591715976331361
11-10-2024 09:30 tot 09:45,22.6629,0.0
11-10-2024 09:45 tot 10:00,19.13418,0.0
11-10-2024 10:00 tot 10:15,15.39252,0.0
11-10-2024 10:15 tot 10:30,4.92804,0.0
11-10-2024 10:30 tot 10:45,1.0647,0.0
11-10-2024 10:45 tot 11:00,1.39932,0.0
11-10-2024 11:00 tot 11:15,9.64314,0.0
11-10-2024 11:15 tot 11:30,13.5369,0.0
11-10-2024 11:30 tot 11:45,7.4529,0.0
